,profile,allocation_IMM,mean_IMM,allocation_WMPM,mean_WMPM,mean_vote
433,"((0.3, 0.7), (0.6, 0.4), (0.4, 0.6))",[0.4 0.6],0.06666666666666649,[0.4 0.6],0.06666666666666649,[0.433 0.567]
434,"((0.3, 0.7), (0.6, 0.4), (0.5, 0.5))",[0.5 0.5],0.06666666666666671,[0.5 0.5],0.06666666666666671,[0.467 0.533]
435,"((0.3, 0.7), (0.6, 0.4), (0.6, 0.4))",[0.6 0.4],0.19999999999999996,[0.6 0.4],0.19999999999999996,[0.5 0.5]
436,"((0.3, 0.7), (0.6, 0.4), (0.7, 0.3))",[0.6 0.4],0.13333333333333336,[0.6 0.4],0.13333333333333336,[0.533 0.467]
437,"((0.3, 0.7), (0.6, 0.4), (0.8, 0.2))",[0.6 0.4],0.06666666666666665,[0.6 0.4],0.06666666666666665,[0.567 0.433]
438,"((0.3, 0.7), (0.6, 0.4), (0.9, 0.1))",[0.6 0.4],5.551115123125783e-17,[0.6 0.4],5.551115123125783e-17,[0.6 0.4]
439,"((0.3, 0.7), (0.6, 0.4), (1.0, 0.0))",[0.6 0.4],0.06666666666666665,[0.6 0.4],0.06666666666666665,[0.633 0.367]
440,"((0.3, 0.7), (0.7, 0.3), (0.0, 1.0))",[0.333 0.667],7.45058065243498e-09,[0.3 0.7],0.06666666666666665,[0.333 0.667]
441,"((0.3, 0.7), (0.7, 0.3), (0.1, 0.9))",[0.333 0.667],0.06666666915019359,[0.3 0.7],0.13333333333333336,[0.367 0.633]
442,"((0.3, 0.7), (0.7, 0.3), (0.2, 0.8))",[0.333 0.667],0.1333333358168602,[0.3 0.7],0.19999999999999996,[0.4 0.6]
443,"((0.3, 0.7), (0.7, 0.3), (0.3, 0.7))",[0.333 0.667],0.2000000024835269,[0.3 0.7],0.26666666666666666,[0.433 0.567]
444,"((0.3, 0.7), (0.7, 0.3), (0.4, 0.6))",[0.4 0.6],0.13333333333333325,[0.4 0.6],0.13333333333333325,[0.467 0.533]
445,"((0.3, 0.7), (0.7, 0.3), (0.5, 0.5))",[0.5 0.5],0.0,[0.5 0.5],0.0,[0.5 0.5]
446,"((0.3, 0.7), (0.7, 0.3), (0.6, 0.4))",[0.6 0.4],0.13333333333333325,[0.6 0.4],0.13333333333333325,[0.533 0.467]
447,"((0.3, 0.7), (0.7, 0.3), (0.7, 0.3))",[0.667 0.333],0.2000000024835269,[0.7 0.3],0.26666666666666666,[0.567 0.433]
448,"((0.3, 0.7), (0.7, 0.3), (0.8, 0.2))",[0.667 0.333],0.1333333358168602,[0.7 0.3],0.19999999999999996,[0.6 0.4]
449,"((0.3, 0.7), (0.7, 0.3), (0.9, 0.1))",[0.667 0.333],0.06666666915019359,[0.7 0.3],0.13333333333333336,[0.633 0.367]
450,"((0.3, 0.7), (0.7, 0.3), (1.0, 0.0))",[0.667 0.333],7.45058065243498e-09,[0.7 0.3],0.06666666666666665,[0.667 0.333]
451,"((0.3, 0.7), (0.8, 0.2), (0.0, 1.0))",[0.333 0.667],0.06666666915019359,[0.3 0.7],0.13333333333333336,[0.367 0.633]
452,"((0.3, 0.7), (0.8, 0.2), (0.1, 0.9))",[0.333 0.667],0.1333333358168603,[0.3 0.7],0.20000000000000007,[0.4 0.6]
453,"((0.3, 0.7), (0.8, 0.2), (0.2, 0.8))",[0.333 0.667],0.2000000024835269,[0.3 0.7],0.26666666666666666,[0.433 0.567]
454,"((0.3, 0.7), (0.8, 0.2), (0.3, 0.7))",[0.333 0.667],0.2666666691501936,[0.3 0.7],0.33333333333333337,[0.467 0.533]
455,"((0.3, 0.7), (0.8, 0.2), (0.4, 0.6))",[0.4 0.6],0.19999999999999996,[0.4 0.6],0.19999999999999996,[0.5 0.5]
456,"((0.3, 0.7), (0.8, 0.2), (0.5, 0.5))",[0.5 0.5],0.06666666666666671,[0.5 0.5],0.06666666666666671,[0.533 0.467]
457,"((0.3, 0.7), (0.8, 0.2), (0.6, 0.4))",[0.6 0.4],0.06666666666666649,[0.6 0.4],0.06666666666666649,[0.567 0.433]
458,"((0.3, 0.7), (0.8, 0.2), (0.7, 0.3))",[0.667 0.333],0.1333333358168602,[0.7 0.3],0.19999999999999996,[0.6 0.4]
459,"((0.3, 0.7), (0.8, 0.2), (0.8, 0.2))",[0.667 0.333],0.06666666915019342,[0.8 0.2],0.33333333333333326,[0.633 0.367]
460,"((0.3, 0.7), (0.8, 0.2), (0.9, 0.1))",[0.667 0.333],7.45058065243498e-09,[0.8 0.2],0.2666666666666667,[0.667 0.333]
461,"((0.3, 0.7), (0.8, 0.2), (1.0, 0.0))",[0.667 0.333],0.06666666418313988,[0.8 0.2],0.19999999999999996,[0.7 0.3]
462,"((0.3, 0.7), (0.9, 0.1), (0.0, 1.0))",[0.333 0.667],0.1333333358168602,[0.3 0.7],0.19999999999999996,[0.4 0.6]
463,"((0.3, 0.7), (0.9, 0.1), (0.1, 0.9))",[0.333 0.667],0.2000000024835269,[0.3 0.7],0.26666666666666666,[0.433 0.567]
464,"((0.3, 0.7), (0.9, 0.1), (0.2, 0.8))",[0.333 0.667],0.2666666691501935,[0.3 0.7],0.33333333333333326,[0.467 0.533]
465,"((0.3, 0.7), (0.9, 0.1), (0.3, 0.7))",[0.333 0.667],0.3333333358168602,[0.3 0.7],0.39999999999999997,[0.5 0.5]
466,"((0.3, 0.7), (0.9, 0.1), (0.4, 0.6))",[0.4 0.6],0.26666666666666666,[0.4 0.6],0.26666666666666666,[0.533 0.467]
467,"((0.3, 0.7), (0.9, 0.1), (0.5, 0.5))",[0.5 0.5],0.13333333333333336,[0.5 0.5],0.13333333333333336,[0.567 0.433]
468,"((0.3, 0.7), (0.9, 0.1), (0.6, 0.4))",[0.6 0.4],5.551115123125783e-17,[0.6 0.4],5.551115123125783e-17,[0.6 0.4]
469,"((0.3, 0.7), (0.9, 0.1), (0.7, 0.3))",[0.667 0.333],0.06666666915019354,[0.7 0.3],0.1333333333333333,[0.633 0.367]
470,"((0.3, 0.7), (0.9, 0.1), (0.8, 0.2))",[0.667 0.333],7.45058065243498e-09,[0.8 0.2],0.2666666666666667,[0.667 0.333]
471,"((0.3, 0.7), (0.9, 0.1), (0.9, 0.1))",[0.667 0.333],0.06666666418313988,[0.9 0.1],0.3999999999999999,[0.7 0.3]
472,"((0.3, 0.7), (0.9, 0.1), (1.0, 0.0))",[0.667 0.333],0.13333333084980653,[0.9 0.1],0.33333333333333326,[0.733 0.267]
473,"((0.3, 0.7), (1.0, 0.0), (0.0, 1.0))",[0.333 0.667],0.2000000024835269,[0.3 0.7],0.26666666666666666,[0.433 0.567]
474,"((0.3, 0.7), (1.0, 0.0), (0.1, 0.9))",[0.333 0.667],0.2666666691501936,[0.3 0.7],0.33333333333333337,[0.467 0.533]
475,"((0.3, 0.7), (1.0, 0.0), (0.2, 0.8))",[0.333 0.667],0.3333333358168602,[0.3 0.7],0.39999999999999997,[0.5 0.5]
476,"((0.3, 0.7), (1.0, 0.0), (0.3, 0.7))",[0.333 0.667],0.4000000024835269,[0.3 0.7],0.4666666666666667,[0.533 0.467]
477,"((0.3, 0.7), (1.0, 0.0), (0.4, 0.6))",[0.4 0.6],0.3333333333333334,[0.4 0.6],0.3333333333333334,[0.567 0.433]
478,"((0.3, 0.7), (1.0, 0.0), (0.5, 0.5))",[0.5 0.5],0.2,[0.5 0.5],0.2,[0.6 0.4]
479,"((0.3, 0.7), (1.0, 0.0), (0.6, 0.4))",[0.6 0.4],0.06666666666666665,[0.6 0.4],0.06666666666666665,[0.633 0.367]
480,"((0.3, 0.7), (1.0, 0.0), (0.7, 0.3))",[0.667 0.333],7.45058065243498e-09,[0.7 0.3],0.06666666666666665,[0.667 0.333]
481,"((0.3, 0.7), (1.0, 0.0), (0.8, 0.2))",[0.667 0.333],0.06666666418313988,[0.8 0.2],0.19999999999999996,[0.7 0.3]
482,"((0.3, 0.7), (1.0, 0.0), (0.9, 0.1))",[0.667 0.333],0.13333333084980653,[0.9 0.1],0.33333333333333326,[0.733 0.267]
483,"((0.3, 0.7), (1.0, 0.0), (1.0, 0.0))",[0.667 0.333],0.1999999975164731,[1. 0.],0.4666666666666667,[0.767 0.233]
484,"((0.4, 0.6), (0.0, 1.0), (0.0, 1.0))",[0.333 0.667],0.3999999975164732,[0. 1.],0.2666666666666666,[0.133 0.867]
485,"((0.4, 0.6), (0.0, 1.0), (0.1, 0.9))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
486,"((0.4, 0.6), (0.0, 1.0), (0.2, 0.8))",[0.333 0.667],0.2666666641831399,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
487,"((0.4, 0.6), (0.0, 1.0), (0.3, 0.7))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
488,"((0.4, 0.6), (0.0, 1.0), (0.4, 0.6))",[0.4 0.6],0.2666666666666668,[0.4 0.6],0.2666666666666668,[0.267 0.733]
489,"((0.4, 0.6), (0.0, 1.0), (0.5, 0.5))",[0.4 0.6],0.20000000000000012,[0.4 0.6],0.20000000000000012,[0.3 0.7]
490,"((0.4, 0.6), (0.0, 1.0), (0.6, 0.4))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.333 0.667]
491,"((0.4, 0.6), (0.0, 1.0), (0.7, 0.3))",[0.4 0.6],0.06666666666666676,[0.4 0.6],0.06666666666666676,[0.367 0.633]
492,"((0.4, 0.6), (0.0, 1.0), (0.8, 0.2))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
493,"((0.4, 0.6), (0.0, 1.0), (0.9, 0.1))",[0.4 0.6],0.06666666666666654,[0.4 0.6],0.06666666666666654,[0.433 0.567]
494,"((0.4, 0.6), (0.0, 1.0), (1.0, 0.0))",[0.4 0.6],0.13333333333333325,[0.4 0.6],0.13333333333333325,[0.467 0.533]
495,"((0.4, 0.6), (0.1, 0.9), (0.0, 1.0))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
496,"((0.4, 0.6), (0.1, 0.9), (0.1, 0.9))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
497,"((0.4, 0.6), (0.1, 0.9), (0.2, 0.8))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
498,"((0.4, 0.6), (0.1, 0.9), (0.3, 0.7))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
499,"((0.4, 0.6), (0.1, 0.9), (0.4, 0.6))",[0.4 0.6],0.20000000000000012,[0.4 0.6],0.20000000000000012,[0.3 0.7]
500,"((0.4, 0.6), (0.1, 0.9), (0.5, 0.5))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.333 0.667]
501,"((0.4, 0.6), (0.1, 0.9), (0.6, 0.4))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.367 0.633]
502,"((0.4, 0.6), (0.1, 0.9), (0.7, 0.3))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
503,"((0.4, 0.6), (0.1, 0.9), (0.8, 0.2))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.433 0.567]
504,"((0.4, 0.6), (0.1, 0.9), (0.9, 0.1))",[0.4 0.6],0.13333333333333325,[0.4 0.6],0.13333333333333325,[0.467 0.533]
505,"((0.4, 0.6), (0.1, 0.9), (1.0, 0.0))",[0.4 0.6],0.19999999999999996,[0.4 0.6],0.19999999999999996,[0.5 0.5]
506,"((0.4, 0.6), (0.2, 0.8), (0.0, 1.0))",[0.333 0.667],0.26666666418313967,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
507,"((0.4, 0.6), (0.2, 0.8), (0.1, 0.9))",[0.333 0.667],0.19999999751647304,[0.2 0.8],0.06666666666666679,[0.233 0.767]
508,"((0.4, 0.6), (0.2, 0.8), (0.2, 0.8))",[0.333 0.667],0.13333333084980653,[0.2 0.8],0.1333333333333333,[0.267 0.733]
509,"((0.4, 0.6), (0.2, 0.8), (0.3, 0.7))",[0.333 0.667],0.0666666641831396,[0.3 0.7],1.6653345369377348e-16,[0.3 0.7]
510,"((0.4, 0.6), (0.2, 0.8), (0.4, 0.6))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.333 0.667]
511,"((0.4, 0.6), (0.2, 0.8), (0.5, 0.5))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.367 0.633]
512,"((0.4, 0.6), (0.2, 0.8), (0.6, 0.4))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
513,"((0.4, 0.6), (0.2, 0.8), (0.7, 0.3))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.433 0.567]
514,"((0.4, 0.6), (0.2, 0.8), (0.8, 0.2))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.467 0.533]
515,"((0.4, 0.6), (0.2, 0.8), (0.9, 0.1))",[0.4 0.6],0.19999999999999996,[0.4 0.6],0.19999999999999996,[0.5 0.5]
516,"((0.4, 0.6), (0.2, 0.8), (1.0, 0.0))",[0.4 0.6],0.26666666666666666,[0.4 0.6],0.26666666666666666,[0.533 0.467]
517,"((0.4, 0.6), (0.3, 0.7), (0.0, 1.0))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
518,"((0.4, 0.6), (0.3, 0.7), (0.1, 0.9))",[0.333 0.667],0.13333333084980642,[0.3 0.7],0.06666666666666665,[0.267 0.733]
519,"((0.4, 0.6), (0.3, 0.7), (0.2, 0.8))",[0.333 0.667],0.06666666418313966,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
520,"((0.4, 0.6), (0.3, 0.7), (0.3, 0.7))",[0.333 0.667],7.45058065243498e-09,[0.3 0.7],0.06666666666666665,[0.333 0.667]
521,"((0.4, 0.6), (0.3, 0.7), (0.4, 0.6))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.367 0.633]
522,"((0.4, 0.6), (0.3, 0.7), (0.5, 0.5))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
523,"((0.4, 0.6), (0.3, 0.7), (0.6, 0.4))",[0.4 0.6],0.06666666666666671,[0.4 0.6],0.06666666666666671,[0.433 0.567]
524,"((0.4, 0.6), (0.3, 0.7), (0.7, 0.3))",[0.4 0.6],0.13333333333333325,[0.4 0.6],0.13333333333333325,[0.467 0.533]
525,"((0.4, 0.6), (0.3, 0.7), (0.8, 0.2))",[0.4 0.6],0.2,[0.4 0.6],0.2,[0.5 0.5]
526,"((0.4, 0.6), (0.3, 0.7), (0.9, 0.1))",[0.4 0.6],0.26666666666666666,[0.4 0.6],0.26666666666666666,[0.533 0.467]
527,"((0.4, 0.6), (0.3, 0.7), (1.0, 0.0))",[0.4 0.6],0.3333333333333333,[0.4 0.6],0.3333333333333333,[0.567 0.433]
528,"((0.4, 0.6), (0.4, 0.6), (0.0, 1.0))",[0.4 0.6],0.2666666666666668,[0.4 0.6],0.2666666666666668,[0.267 0.733]
529,"((0.4, 0.6), (0.4, 0.6), (0.1, 0.9))",[0.4 0.6],0.20000000000000012,[0.4 0.6],0.20000000000000012,[0.3 0.7]
530,"((0.4, 0.6), (0.4, 0.6), (0.2, 0.8))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.333 0.667]
531,"((0.4, 0.6), (0.4, 0.6), (0.3, 0.7))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.367 0.633]
532,"((0.4, 0.6), (0.4, 0.6), (0.4, 0.6))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
533,"((0.4, 0.6), (0.4, 0.6), (0.5, 0.5))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.433 0.567]
534,"((0.4, 0.6), (0.4, 0.6), (0.6, 0.4))",[0.4 0.6],0.13333333333333325,[0.4 0.6],0.13333333333333325,[0.467 0.533]
535,"((0.4, 0.6), (0.4, 0.6), (0.7, 0.3))",[0.4 0.6],0.19999999999999996,[0.4 0.6],0.19999999999999996,[0.5 0.5]
536,"((0.4, 0.6), (0.4, 0.6), (0.8, 0.2))",[0.4 0.6],0.26666666666666666,[0.4 0.6],0.26666666666666666,[0.533 0.467]
537,"((0.4, 0.6), (0.4, 0.6), (0.9, 0.1))",[0.4 0.6],0.33333333333333337,[0.4 0.6],0.33333333333333337,[0.567 0.433]
538,"((0.4, 0.6), (0.4, 0.6), (1.0, 0.0))",[0.4 0.6],0.39999999999999997,[0.4 0.6],0.39999999999999997,[0.6 0.4]
539,"((0.4, 0.6), (0.5, 0.5), (0.0, 1.0))",[0.4 0.6],0.20000000000000012,[0.4 0.6],0.20000000000000012,[0.3 0.7]
540,"((0.4, 0.6), (0.5, 0.5), (0.1, 0.9))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.333 0.667]
541,"((0.4, 0.6), (0.5, 0.5), (0.2, 0.8))",[0.4 0.6],0.06666666666666676,[0.4 0.6],0.06666666666666676,[0.367 0.633]
542,"((0.4, 0.6), (0.5, 0.5), (0.3, 0.7))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
543,"((0.4, 0.6), (0.5, 0.5), (0.4, 0.6))",[0.4 0.6],0.06666666666666654,[0.4 0.6],0.06666666666666654,[0.433 0.567]
544,"((0.4, 0.6), (0.5, 0.5), (0.5, 0.5))",[0.5 0.5],0.06666666666666671,[0.5 0.5],0.06666666666666671,[0.467 0.533]
545,"((0.4, 0.6), (0.5, 0.5), (0.6, 0.4))",[0.5 0.5],0.0,[0.5 0.5],0.0,[0.5 0.5]
546,"((0.4, 0.6), (0.5, 0.5), (0.7, 0.3))",[0.5 0.5],0.0666666666666666,[0.5 0.5],0.0666666666666666,[0.533 0.467]
547,"((0.4, 0.6), (0.5, 0.5), (0.8, 0.2))",[0.5 0.5],0.13333333333333341,[0.5 0.5],0.13333333333333341,[0.567 0.433]
548,"((0.4, 0.6), (0.5, 0.5), (0.9, 0.1))",[0.5 0.5],0.1999999999999999,[0.5 0.5],0.1999999999999999,[0.6 0.4]
549,"((0.4, 0.6), (0.5, 0.5), (1.0, 0.0))",[0.5 0.5],0.2666666666666666,[0.5 0.5],0.2666666666666666,[0.633 0.367]
550,"((0.4, 0.6), (0.6, 0.4), (0.0, 1.0))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.333 0.667]
551,"((0.4, 0.6), (0.6, 0.4), (0.1, 0.9))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.367 0.633]
552,"((0.4, 0.6), (0.6, 0.4), (0.2, 0.8))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
553,"((0.4, 0.6), (0.6, 0.4), (0.3, 0.7))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.433 0.567]
554,"((0.4, 0.6), (0.6, 0.4), (0.4, 0.6))",[0.4 0.6],0.13333333333333325,[0.4 0.6],0.13333333333333325,[0.467 0.533]
555,"((0.4, 0.6), (0.6, 0.4), (0.5, 0.5))",[0.5 0.5],0.0,[0.5 0.5],0.0,[0.5 0.5]
556,"((0.4, 0.6), (0.6, 0.4), (0.6, 0.4))",[0.6 0.4],0.13333333333333325,[0.6 0.4],0.13333333333333325,[0.533 0.467]
557,"((0.4, 0.6), (0.6, 0.4), (0.7, 0.3))",[0.6 0.4],0.06666666666666665,[0.6 0.4],0.06666666666666665,[0.567 0.433]
558,"((0.4, 0.6), (0.6, 0.4), (0.8, 0.2))",[0.6 0.4],5.551115123125783e-17,[0.6 0.4],5.551115123125783e-17,[0.6 0.4]
559,"((0.4, 0.6), (0.6, 0.4), (0.9, 0.1))",[0.6 0.4],0.06666666666666665,[0.6 0.4],0.06666666666666665,[0.633 0.367]
560,"((0.4, 0.6), (0.6, 0.4), (1.0, 0.0))",[0.6 0.4],0.13333333333333336,[0.6 0.4],0.13333333333333336,[0.667 0.333]
561,"((0.4, 0.6), (0.7, 0.3), (0.0, 1.0))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.367 0.633]
562,"((0.4, 0.6), (0.7, 0.3), (0.1, 0.9))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
563,"((0.4, 0.6), (0.7, 0.3), (0.2, 0.8))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.433 0.567]
564,"((0.4, 0.6), (0.7, 0.3), (0.3, 0.7))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.467 0.533]
565,"((0.4, 0.6), (0.7, 0.3), (0.4, 0.6))",[0.4 0.6],0.19999999999999996,[0.4 0.6],0.19999999999999996,[0.5 0.5]
566,"((0.4, 0.6), (0.7, 0.3), (0.5, 0.5))",[0.5 0.5],0.06666666666666671,[0.5 0.5],0.06666666666666671,[0.533 0.467]
567,"((0.4, 0.6), (0.7, 0.3), (0.6, 0.4))",[0.6 0.4],0.06666666666666649,[0.6 0.4],0.06666666666666649,[0.567 0.433]
568,"((0.4, 0.6), (0.7, 0.3), (0.7, 0.3))",[0.667 0.333],0.1333333358168602,[0.7 0.3],0.19999999999999996,[0.6 0.4]
569,"((0.4, 0.6), (0.7, 0.3), (0.8, 0.2))",[0.667 0.333],0.06666666915019342,[0.7 0.3],0.1333333333333332,[0.633 0.367]
570,"((0.4, 0.6), (0.7, 0.3), (0.9, 0.1))",[0.667 0.333],7.45058065243498e-09,[0.7 0.3],0.06666666666666665,[0.667 0.333]
571,"((0.4, 0.6), (0.7, 0.3), (1.0, 0.0))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
572,"((0.4, 0.6), (0.8, 0.2), (0.0, 1.0))",[0.4 0.6],5.551115123125783e-17,[0.4 0.6],5.551115123125783e-17,[0.4 0.6]
573,"((0.4, 0.6), (0.8, 0.2), (0.1, 0.9))",[0.4 0.6],0.0666666666666666,[0.4 0.6],0.0666666666666666,[0.433 0.567]
574,"((0.4, 0.6), (0.8, 0.2), (0.2, 0.8))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.467 0.533]
575,"((0.4, 0.6), (0.8, 0.2), (0.3, 0.7))",[0.4 0.6],0.20000000000000007,[0.4 0.6],0.20000000000000007,[0.5 0.5]
576,"((0.4, 0.6), (0.8, 0.2), (0.4, 0.6))",[0.4 0.6],0.26666666666666666,[0.4 0.6],0.26666666666666666,[0.533 0.467]
577,"((0.4, 0.6), (0.8, 0.2), (0.5, 0.5))",[0.5 0.5],0.13333333333333341,[0.5 0.5],0.13333333333333341,[0.567 0.433]
578,"((0.4, 0.6), (0.8, 0.2), (0.6, 0.4))",[0.6 0.4],1.6653345369377348e-16,[0.6 0.4],1.6653345369377348e-16,[0.6 0.4]
579,"((0.4, 0.6), (0.8, 0.2), (0.7, 0.3))",[0.667 0.333],0.06666666915019348,[0.7 0.3],0.13333333333333325,[0.633 0.367]
580,"((0.4, 0.6), (0.8, 0.2), (0.8, 0.2))",[0.667 0.333],7.45058065243498e-09,[0.8 0.2],0.2666666666666667,[0.667 0.333]
581,"((0.4, 0.6), (0.8, 0.2), (0.9, 0.1))",[0.667 0.333],0.06666666418313988,[0.8 0.2],0.19999999999999996,[0.7 0.3]
582,"((0.4, 0.6), (0.8, 0.2), (1.0, 0.0))",[0.667 0.333],0.13333333084980653,[0.8 0.2],0.1333333333333333,[0.733 0.267]
583,"((0.4, 0.6), (0.9, 0.1), (0.0, 1.0))",[0.4 0.6],0.06666666666666665,[0.4 0.6],0.06666666666666665,[0.433 0.567]
584,"((0.4, 0.6), (0.9, 0.1), (0.1, 0.9))",[0.4 0.6],0.13333333333333336,[0.4 0.6],0.13333333333333336,[0.467 0.533]
585,"((0.4, 0.6), (0.9, 0.1), (0.2, 0.8))",[0.4 0.6],0.19999999999999996,[0.4 0.6],0.19999999999999996,[0.5 0.5]
586,"((0.4, 0.6), (0.9, 0.1), (0.3, 0.7))",[0.4 0.6],0.26666666666666666,[0.4 0.6],0.26666666666666666,[0.533 0.467]
587,"((0.4, 0.6), (0.9, 0.1), (0.4, 0.6))",[0.4 0.6],0.3333333333333334,[0.4 0.6],0.3333333333333334,[0.567 0.433]
588,"((0.4, 0.6), (0.9, 0.1), (0.5, 0.5))",[0.5 0.5],0.2,[0.5 0.5],0.2,[0.6 0.4]
589,"((0.4, 0.6), (0.9, 0.1), (0.6, 0.4))",[0.6 0.4],0.06666666666666665,[0.6 0.4],0.06666666666666665,[0.633 0.367]
590,"((0.4, 0.6), (0.9, 0.1), (0.7, 0.3))",[0.667 0.333],7.45058065243498e-09,[0.7 0.3],0.06666666666666665,[0.667 0.333]
591,"((0.4, 0.6), (0.9, 0.1), (0.8, 0.2))",[0.667 0.333],0.06666666418313988,[0.8 0.2],0.19999999999999996,[0.7 0.3]
592,"((0.4, 0.6), (0.9, 0.1), (0.9, 0.1))",[0.667 0.333],0.13333333084980653,[0.9 0.1],0.33333333333333326,[0.733 0.267]
593,"((0.4, 0.6), (0.9, 0.1), (1.0, 0.0))",[0.667 0.333],0.1999999975164731,[0.9 0.1],0.2666666666666667,[0.767 0.233]
594,"((0.4, 0.6), (1.0, 0.0), (0.0, 1.0))",[0.4 0.6],0.13333333333333325,[0.4 0.6],0.13333333333333325,[0.467 0.533]
595,"((0.4, 0.6), (1.0, 0.0), (0.1, 0.9))",[0.4 0.6],0.19999999999999996,[0.4 0.6],0.19999999999999996,[0.5 0.5]
596,"((0.4, 0.6), (1.0, 0.0), (0.2, 0.8))",[0.4 0.6],0.26666666666666666,[0.4 0.6],0.26666666666666666,[0.533 0.467]
597,"((0.4, 0.6), (1.0, 0.0), (0.3, 0.7))",[0.4 0.6],0.3333333333333333,[0.4 0.6],0.3333333333333333,[0.567 0.433]
598,"((0.4, 0.6), (1.0, 0.0), (0.4, 0.6))",[0.4 0.6],0.39999999999999997,[0.4 0.6],0.39999999999999997,[0.6 0.4]
599,"((0.4, 0.6), (1.0, 0.0), (0.5, 0.5))",[0.5 0.5],0.2666666666666666,[0.5 0.5],0.2666666666666666,[0.633 0.367]
600,"((0.4, 0.6), (1.0, 0.0), (0.6, 0.4))",[0.6 0.4],0.13333333333333336,[0.6 0.4],0.13333333333333336,[0.667 0.333]
601,"((0.4, 0.6), (1.0, 0.0), (0.7, 0.3))",[0.667 0.333],0.06666666418313966,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
602,"((0.4, 0.6), (1.0, 0.0), (0.8, 0.2))",[0.667 0.333],0.13333333084980653,[0.8 0.2],0.1333333333333333,[0.733 0.267]
603,"((0.4, 0.6), (1.0, 0.0), (0.9, 0.1))",[0.667 0.333],0.1999999975164731,[0.9 0.1],0.2666666666666667,[0.767 0.233]
604,"((0.4, 0.6), (1.0, 0.0), (1.0, 0.0))",[0.667 0.333],0.2666666641831398,[1. 0.],0.4,[0.8 0.2]
605,"((0.5, 0.5), (0.0, 1.0), (0.0, 1.0))",[0.333 0.667],0.33333333084980654,[0. 1.],0.33333333333333326,[0.167 0.833]
606,"((0.5, 0.5), (0.0, 1.0), (0.1, 0.9))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
